ticker,name,sector,industry,market_cap_tier,exchange,is_etf,is_spac,is_adr,is_active
DECK,Deckers Outdoor,Consumer Discretionary,Footwear,large,NYSE,0,0,0,1
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,large,NYSE,0,0,0,1
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,large,NASDAQ,0,0,0,1
DIS,Walt Disney,Communication Services,Entertainment,large,NYSE,0,0,0,1
SPOT,Spotify Technology,Communication Services,Internet Content,large,NYSE,0,0,1,1
WBD,Warner Bros. Discovery,Communication Services,Entertainment,mid,NASDAQ,0,0,0,1
PARA,Paramount Global,Communication Services,Entertainment,mid,NASDAQ,0,0,0,1
CMCSA,Comcast,Communication Services,Telecom Services,large,NASDAQ,0,0,0,1
T,AT&T,Communication Services,Telecom Services,large,NYSE,0,0,0,1
VZ,Verizon Communications,Communication Services,Telecom Services,large,NYSE,0,0,0,1
TMUS,T-Mobile US,Communication Services,Telecom Services,large,NASDAQ,0,0,0,1
UBER,Uber Technologies,Industrials,Software Application,large,NYSE,0,0,0,1
LYFT,Lyft,Industrials,Software Application,mid,NASDAQ,0,0,0,1
ABNB,Airbnb,Consumer Discretionary,Travel Services,large,NASDAQ,0,0,0,1
BKNG,Booking Holdings,Consumer Discretionary,Travel Services,large,NASDAQ,0,0,0,1
EXPE,Expedia Group,Consumer Discretionary,Travel Services,large,NASDAQ,0,0,0,1
MAR,Marriott International,Consumer Discretionary,Lodging,large,NASDAQ,0,0,0,1
HLT,Hilton Worldwide,Consumer Discretionary,Lodging,large,NYSE,0,0,0,1
DAL,Delta Air Lines,Industrials,Airlines,large,NYSE,0,0,0,1
UAL,United Airlines,Industrials,Airlines,large,NASDAQ,0,0,0,1
LUV,Southwest Airlines,Industrials,Airlines,large,NYSE,0,0,0,1
AAL,American Airlines,Industrials,Airlines,large,NASDAQ,0,0,0,1
F,Ford Motor,Consumer Discretionary,Auto Manufacturers,large,NYSE,0,0,0,1
GM,General Motors,Consumer Discretionary,Auto Manufacturers,large,NYSE,0,0,0,1
RIVN,Rivian Automotive,Consumer Discretionary,Auto Manufacturers,mid,NASDAQ,0,0,0,1
LCID,Lucid Group,Consumer Discretionary,Auto Manufacturers,small,NASDAQ,0,0,0,1
NIO,NIO,Consumer Discretionary,Auto Manufacturers,mid,NYSE,0,0,1,1
XPEV,XPeng,Consumer Discretionary,Auto Manufacturers,small,NYSE,0,0,1,1
LI,Li Auto,Consumer Discretionary,Auto Manufacturers,large,NASDAQ,0,0,1,1
MELI,MercadoLibre,Consumer Discretionary,Internet Retail,large,NASDAQ,0,0,0,1
PDD,PDD Holdings,Consumer Discretionary,Internet Retail,large,NASDAQ,0,0,1,1
BABA,Alibaba Group,Consumer Discretionary,Internet Retail,large,NYSE,0,0,1,1
JD,JD.com,Consumer Discretionary,Internet Retail,large,NASDAQ,0,0,1,1
BIDU,Baidu,Communication Services,Internet Content,large,NASDAQ,0,0,1,1
SE,Sea Ltd,Communication Services,Internet Content,large,NYSE,0,0,1,1
GRAB,Grab Holdings,Industrials,Software Application,mid,NASDAQ,0,0,1,1
DASH,DoorDash,Consumer Discretionary,Internet Retail,large,NYSE,0,0,0,1
UPST,Upstart Holdings,Financial Services,Credit Services,small,NASDAQ,0,0,0,1
SOFI,SoFi Technologies,Financial Services,Credit Services,large,NASDAQ,0,0,0,1
AFRM,Affirm Holdings,Financial Services,Credit Services,large,NASDAQ,0,0,0,1
NU,Nu Holdings,Financial Services,Banks,large,NYSE,0,0,1,1
MELI,MercadoLibre,Consumer Discretionary,Internet Retail,large,NASDAQ,0,0,0,0
PINS,Pinterest,Communication Services,Internet Content,large,NYSE,0,0,0,1
SNAP,Snap,Communication Services,Internet Content,large,NYSE,0,0,0,1
RDDT,Reddit,Communication Services,Internet Content,large,NYSE,0,0,0,1
ROKU,Roku,Communication Services,Entertainment,mid,NASDAQ,0,0,0,1
TTD,Trade Desk,Technology,Software,large,NASDAQ,0,0,0,1
ZM,Zoom Communications,Technology,Software,mid,NASDAQ,0,0,0,1
OKTA,Okta,Technology,Software,mid,NASDAQ,0,0,0,1
HUBS,HubSpot,Technology,Software,large,NYSE,0,0,0,1
VEEV,Veeva Systems,Technology,Software,large,NYSE,0,0,0,1
PATH,UiPath,Technology,Software,mid,NYSE,0,0,0,1
S,SentinelOne,Technology,Software,mid,NYSE,0,0,0,1
CHKP,Check Point Software,Technology,Software,large,NASDAQ,0,0,1,1
GEN,Gen Digital,Technology,Software,large,NASDAQ,0,0,0,1
RBRK,Rubrik,Technology,Software,mid,NYSE,0,0,0,1
VRSN,Verisign,Technology,Software,large,NASDAQ,0,0,0,1
FSLR,First Solar,Technology,Solar,mid,NASDAQ,0,0,0,1
ENPH,Enphase Energy,Technology,Solar,mid,NASDAQ,0,0,0,1
SEDG,SolarEdge Technologies,Technology,Solar,small,NASDAQ,0,0,0,1
RUN,Sunrun,Technology,Solar,small,NASDAQ,0,0,0,1
PLUG,Plug Power,Industrials,Specialty Industrial,small,NASDAQ,0,0,0,1
BE,Bloom Energy,Industrials,Specialty Industrial,mid,NYSE,0,0,0,1
ALB,Albemarle,Basic Materials,Specialty Chemicals,large,NYSE,0,0,0,1
LIN,Linde,Basic Materials,Specialty Chemicals,large,NYSE,0,0,0,1
APD,Air Products and Chemicals,Basic Materials,Specialty Chemicals,large,NYSE,0,0,0,1
SHW,Sherwin-Williams,Basic Materials,Specialty Chemicals,large,NYSE,0,0,0,1
ECL,Ecolab,Basic Materials,Specialty Chemicals,large,NYSE,0,0,0,1
NEM,Newmont,Basic Materials,Gold,large,NYSE,0,0,0,1
FCX,Freeport-McMoRan,Basic Materials,Copper,large,NYSE,0,0,0,1
SCCO,Southern Copper,Basic Materials,Copper,large,NYSE,0,0,0,1
NUE,Nucor,Basic Materials,Steel,large,NYSE,0,0,0,1
STLD,Steel Dynamics,Basic Materials,Steel,large,NASDAQ,0,0,0,1
CLF,Cleveland-Cliffs,Basic Materials,Steel,mid,NYSE,0,0,0,1
ESTC,Elastic,Technology,Software,mid,NYSE,0,0,0,1
GTLB,GitLab,Technology,Software,mid,NASDAQ,0,0,0,1
DT,Dynatrace,Technology,Software,large,NYSE,0,0,0,1
NTAP,NetApp,Technology,Computer Hardware,large,NASDAQ,0,0,0,1
PSTG,Pure Storage,Technology,Computer Hardware,large,NYSE,0,0,0,1
WDC,Western Digital,Technology,Computer Hardware,mid,NASDAQ,0,0,0,1
STX,Seagate Technology,Technology,Computer Hardware,large,NASDAQ,0,0,0,1
ON,ON Semiconductor,Technology,Semiconductors,large,NASDAQ,0,0,0,1
MCHP,Microchip Technology,Technology,Semiconductors,large,NASDAQ,0,0,0,1
ADI,Analog Devices,Technology,Semiconductors,large,NASDAQ,0,0,0,1
NXPI,NXP Semiconductors,Technology,Semiconductors,large,NASDAQ,0,0,1,1
SWKS,Skyworks Solutions,Technology,Semiconductors,large,NASDAQ,0,0,0,1
QRVO,Qorvo,Technology,Semiconductors,mid,NASDAQ,0,0,0,1
WOLF,Wolfspeed,Technology,Semiconductors,small,NYSE,0,0,0,1
CRSP,CRISPR Therapeutics,Healthcare,Biotechnology,small,NASDAQ,0,0,1,1
NTLA,Intellia Therapeutics,Healthcare,Biotechnology,small,NASDAQ,0,0,0,1
BEAM,Beam Therapeutics,Healthcare,Biotechnology,small,NASDAQ,0,0,0,1
EDIT,Editas Medicine,Healthcare,Biotechnology,small,NASDAQ,0,0,0,1
RXRX,Recursion Pharmaceuticals,Healthcare,Biotechnology,small,NASDAQ,0,0,0,1
SDGR,Schrodinger,Healthcare,Biotechnology,small,NASDAQ,0,0,0,1
TEM,Tempus AI,Healthcare,Health Information Services,mid,NASDAQ,0,0,0,1
HIMS,Hims & Hers Health,Healthcare,Health Information Services,mid,NYSE,0,0,0,1
DOCS,Doximity,Communication Services,Internet Content,mid,NYSE,0,0,0,1
VRT,Vertiv Holdings,Industrials,Electrical Equipment,large,NYSE,0,0,0,0
ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Retail,large,NASDAQ,0,0,0,1
AZO,AutoZone,Consumer Discretionary,Specialty Retail,large,NYSE,0,0,0,1
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Retail,large,NASDAQ,0,0,0,1
DPZ,Dominos Pizza,Consumer Discretionary,Restaurants,large,NYSE,0,0,0,1
WING,Wingstop,Consumer Discretionary,Restaurants,mid,NASDAQ,0,0,0,1
TXRH,Texas Roadhouse,Consumer Discretionary,Restaurants,large,NASDAQ,0,0,0,1
DKNG,DraftKings,Consumer Discretionary,Gambling,large,NASDAQ,0,0,0,1
PENN,PENN Entertainment,Consumer Discretionary,Gambling,small,NASDAQ,0,0,0,1
MGM,MGM Resorts,Consumer Discretionary,Resorts & Casinos,large,NYSE,0,0,0,1
CCL,Carnival,Consumer Discretionary,Travel Services,large,NYSE,0,0,0,1
RCL,Royal Caribbean Cruises,Consumer Discretionary,Travel Services,large,NYSE,0,0,0,1
NCLH,Norwegian Cruise Line,Consumer Discretionary,Travel Services,mid,NYSE,0,0,0,1
PLNT,Planet Fitness,Consumer Discretionary,Leisure,mid,NYSE,0,0,0,1
EL,Estee Lauder,Consumer Defensive,Household Products,large,NYSE,0,0,0,1
CL,Colgate-Palmolive,Consumer Defensive,Household Products,large,NYSE,0,0,0,1
CHWY,Chewy,Consumer Discretionary,Internet Retail,mid,NYSE,0,0,0,1
WIX,Wix.com,Technology,Software,mid,NASDAQ,0,0,1,1
SQSP,Squarespace,Technology,Software,small,NYSE,0,0,0,0
TWO,Two Harbors Investment,Real Estate,REIT Mortgage,small,NYSE,0,0,0,1
NSA,National Storage Affiliates,Real Estate,REIT Industrial,small,NYSE,0,0,0,1
DLR,Digital Realty Trust,Real Estate,REIT Specialty,large,NYSE,0,0,0,1
EQIX,Equinix,Real Estate,REIT Specialty,large,NASDAQ,0,0,0,1
AMT,American Tower,Real Estate,REIT Specialty,large,NYSE,0,0,0,1
CCI,Crown Castle,Real Estate,REIT Specialty,large,NYSE,0,0,0,1
SBAC,SBA Communications,Real Estate,REIT Specialty,large,NASDAQ,0,0,0,1
PLD,Prologis,Real Estate,REIT Industrial,large,NYSE,0,0,0,1
WELL,Welltower,Real Estate,REIT Healthcare,large,NYSE,0,0,0,1
VICI,VICI Properties,Real Estate,REIT Diversified,large,NYSE,0,0,0,1
IBM,IBM,Technology,Information Technology Services,large,NYSE,0,0,0,1
ACN,Accenture,Technology,Information Technology Services,large,NYSE,0,0,0,1
CTSH,Cognizant Technology Solutions,Technology,Information Technology Services,large,NASDAQ,0,0,0,1
INFY,Infosys,Technology,Information Technology Services,large,NYSE,0,0,1,1
WIT,Wipro,Technology,Information Technology Services,large,NYSE,0,0,1,1
GLBE,Global-E Online,Technology,Software,small,NASDAQ,0,0,1,1
DUOL,Duolingo,Technology,Software,large,NASDAQ,0,0,0,1
COUP,Coupang,Consumer Discretionary,Internet Retail,large,NYSE,0,0,1,1
CPNG,Coupang,Consumer Discretionary,Internet Retail,large,NYSE,0,0,1,0
FOUR,Shift4 Payments,Technology,Software,mid,NYSE,0,0,0,1
TOST,Toast,Technology,Software,large,NYSE,0,0,0,1
GLOB,Globant,Technology,Information Technology Services,large,NYSE,0,0,1,1
ESLT,Elbit Systems,Industrials,Aerospace & Defense,mid,NASDAQ,0,0,1,1
KTOS,Kratos Defense & Security,Industrials,Aerospace & Defense,mid,NASDAQ,0,0,0,1
AVAV,AeroVironment,Industrials,Aerospace & Defense,mid,NASDAQ,0,0,0,1
MRCY,Mercury Systems,Industrials,Aerospace & Defense,small,NASDAQ,0,0,0,1
MOG.A,Moog,Industrials,Aerospace & Defense,small,NYSE,0,0,0,1
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,large,NYSE,0,0,0,1
MSTR,MicroStrategy,Technology,BTC Treasury,large,NASDAQ,0,0,0,1
CVNA,Carvana,Consumer Discretionary,Auto Retail,mid,NYSE,0,0,0,1
AGX,Argan,Industrials,Power Construction,small,NYSE,0,0,0,1
RGTI,Rigetti Computing,Technology,Quantum Computing,small,NASDAQ,0,0,0,1
IONQ,IonQ,Technology,Quantum Computing,mid,NYSE,0,0,0,1
QBTS,D-Wave Quantum,Technology,Quantum Computing,small,NYSE,0,0,0,1
CLSK,CleanSpark,Technology,BTC Mining,small,NASDAQ,0,0,0,1
BITF,Bitfarms,Technology,BTC Mining,small,NASDAQ,0,0,0,1
NBIS,Nebius Group,Technology,AI Cloud Infrastructure,mid,NASDAQ,0,0,0,1
TLN,Talen Energy,Utilities,Nuclear Power,mid,NASDAQ,0,0,0,1
OKLO,Oklo,Utilities,Nuclear SMR,small,NYSE,0,0,0,1
SMR,NuScale Power,Utilities,Nuclear SMR,small,NYSE,0,0,0,1
HOOD,Robinhood,Financials,Brokerage Crypto,mid,NASDAQ,0,0,0,1
SOFI,SoFi Technologies,Financials,Digital Banking,mid,NASDAQ,0,0,0,1
RKLB,Rocket Lab,Industrials,Space Launch,mid,NASDAQ,0,0,0,1
ASTS,AST SpaceMobile,Communication,Satellite Connectivity,mid,NASDAQ,0,0,0,1
RXRX,Recursion Pharmaceuticals,Healthcare,AI Drug Discovery,small,NASDAQ,0,0,0,1
ARQQ,Arqit Quantum,Technology,Quantum Encryption,small,NASDAQ,0,0,0,1
TEM,Tempus AI,Healthcare,AI Diagnostics,small,NASDAQ,0,0,0,1
RXRX,Recursion,Healthcare,AI Drug Discovery,small,NASDAQ,0,0,0,1
ACHR,Archer Aviation,Industrials,eVTOL,small,NYSE,0,0,0,1
JOBY,Joby Aviation,Industrials,eVTOL,small,NYSE,0,0,0,1
LUNR,Intuitive Machines,Industrials,Space Lunar,small,NASDAQ,0,0,0,1
SERV,Serve Robotics,Industrials,Delivery Robot,small,NASDAQ,0,0,0,1
KTOS,Kratos Defense,Industrials,Drone Defense,small,NASDAQ,0,0,0,1
SOUN,SoundHound AI,Technology,Voice AI,small,NASDAQ,0,0,0,1
BBAI,BigBear AI,Technology,AI Decision Intel,small,NYSE,0,0,0,1
HIMS,Hims Hers Health,Healthcare,Telehealth GLP-1,small,NYSE,0,0,0,1
LMND,Lemonade,Financials,InsureTech AI,small,NYSE,0,0,0,1
UPST,Upstart,Financials,AI Lending,small,NASDAQ,0,0,0,1
OUST,Ouster,Technology,Lidar,small,NYSE,0,0,0,1
PATH,UiPath,Technology,RPA,mid,NYSE,0,0,0,1
SMCI,Super Micro Computer,Technology,AI Server,mid,NASDAQ,0,0,0,1
DELL,Dell Technologies,Technology,AI Server,large,NYSE,0,0,0,1
