date,ticker,price,drawdown,final_score,action_tag,top_news_titles,created_at
2026-05-01,ISRG,456.8500061035156,-0.2294003121919802,70.2,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,NTRA,201.9250030517578,-0.20626962304912122,66.4,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,TMO,472.3399963378906,-0.2613339786989265,69.1,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,DHR,177.75,-0.265647602731112,69.4,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,NFLX,94.27570343017578,-0.295992865641567,69.9,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,META,612.260009765625,-0.2249873294106013,70.6,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,AMZN,264.5150146484375,-0.0020560737764127035,64.2,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,MSFT,415.3550109863281,-0.2337613124241733,71.2,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,GOOGL,382.29998779296875,-0.00649688170298246,66.9,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,TSLA,382.5199890136719,-0.21915574181237085,63.0,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,PYPL,50.5099983215332,-0.3542572547523266,68.2,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,SBUX,106.91999816894531,0.0,58.2,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,DIS,103.54000091552734,-0.16506734027966485,62.2,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,SHOP,126.68000030517578,-0.29233001400746816,67.9,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,MELI,1818.18505859375,-0.3043448613170814,68.0,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,UBER,74.88500213623047,-0.2518980691534123,66.0,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,ABNB,141.0749969482422,-0.021535551985505275,60.8,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,BKNG,168.75,-0.27462033695863564,67.3,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,SPOT,447.0,-0.4238948499356452,65.3,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,NVDA,201.5500030517578,-0.06952586453145526,71.5,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,AVGO,421.30999755859375,-0.003429870786111344,71.4,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,AMD,357.2950134277344,0.0,72.0,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,MU,524.10498046875,-0.0008674262085586193,73.1,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,TSM,399.7598876953125,-0.012889829496280591,70.8,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,ANET,176.63999938964844,-0.006132877758921462,70.0,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,CRDO,175.71499633789062,-0.09908222730448679,74.2,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,ALAB,199.6699981689453,-0.20728126767409727,77.6,Too Crowded, |  | ,2026-05-01T22:42:15
2026-05-01,CLS,413.5,-0.020629524718400294,68.1,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,VRT,329.14990234375,0.0,69.5,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,ETN,429.9549865722656,-0.007055317716588072,67.1,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,CEG,312.1449890136719,-0.22726827681418105,71.1,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,VST,158.30999755859375,-0.27354075399788746,70.5,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,CCJ,121.18000030517578,-0.09627859188080823,65.4,Too Crowded, |  | ,2026-05-01T22:42:15
2026-05-01,AXON,404.0790100097656,-0.5360586201570683,65.4,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,PLTR,145.13999938964844,-0.29944973201741554,71.2,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,LMT,515.02001953125,-0.23892417579315262,68.4,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,NOC,574.8499755859375,-0.25151693840378153,67.9,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,RTX,175.00999450683594,-0.1751037354544891,66.8,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,HII,361.927490234375,-0.20232851812554964,67.8,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,RKLB,81.59739685058594,-0.15267503359547918,65.0,Too Crowded, |  | ,2026-05-01T22:42:15
2026-05-01,LUNR,24.809999465942383,-0.1713427179895909,63.9,Too Crowded, |  | ,2026-05-01T22:42:15
2026-05-01,TMDX,99.23999786376953,-0.3402473137095281,67.2,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,ISRG,456.8500061035156,-0.2294003121919802,70.2,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,NTRA,201.9250030517578,-0.20626962304912122,66.4,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,TMO,472.3399963378906,-0.2613339786989265,69.1,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,DHR,177.75,-0.265647602731112,69.4,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,NFLX,94.27570343017578,-0.295992865641567,69.9,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,META,612.260009765625,-0.2249873294106013,70.6,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,AMZN,264.5150146484375,-0.0020560737764127035,64.2,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,MSFT,415.3550109863281,-0.2337613124241733,71.2,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,GOOGL,382.29998779296875,-0.00649688170298246,66.9,Research Now, |  | ,2026-05-01T22:42:15
2026-05-01,TSLA,382.5199890136719,-0.21915574181237085,63.0,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,PYPL,50.5099983215332,-0.3542572547523266,68.2,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,SBUX,106.91999816894531,0.0,58.2,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,DIS,103.54000091552734,-0.16506734027966485,62.2,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,SHOP,126.68000030517578,-0.29233001400746816,67.9,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,MELI,1818.18505859375,-0.3043448613170814,68.0,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,UBER,74.88500213623047,-0.2518980691534123,66.0,Quality Dislocation, |  | ,2026-05-01T22:42:15
2026-05-01,ABNB,141.0749969482422,-0.021535551985505275,60.8,Watchlist, |  | ,2026-05-01T22:42:15
2026-05-01,BKNG,168.75,-0.27462033695863564,67.3,Quality Dislocation, |  | ,2026-05-01T22:42:15
